-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 01/11/2015 through 12/06/2017 in LST
Location: Latitude  28.6324   Longitude 77.2188 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 206.37 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M             MERRA-2 Temperature at 2 Meters (C) 
T2MDEW          MERRA-2 Dew/Frost Point at 2 Meters (C) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/hour) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
-END HEADER-
YEAR,MO,DY,HR,T2M,T2MDEW,QV2M,RH2M,PRECTOTCORR,WS10M
2016,6,11,1,34.33,14.79,10.8,30.99,3.9,3.94
2016,6,11,2,33.53,14.99,10.93,32.8,3.92,3.54
2016,6,11,3,33.05,15.09,11.0,33.91,0.11,3.06
2016,6,11,4,32.54,15.06,10.98,34.85,0.29,2.66
2016,6,11,5,33.14,15.21,11.07,33.99,0.38,3.0
2016,6,11,6,35.16,15.37,11.19,30.73,0.54,3.21
2016,6,11,7,38.05,15.64,11.37,26.67,0.62,3.86
2016,6,11,8,39.59,15.74,11.45,24.73,0.2,3.71
2016,6,11,9,40.99,15.7,11.41,22.87,0.16,3.34
2016,6,11,10,42.24,15.54,11.31,21.22,0.18,3.04
2016,6,11,11,43.29,15.39,11.21,19.89,0.07,2.98
2016,6,11,12,43.99,15.28,11.14,19.05,0.04,3.17
2016,6,11,13,44.33,15.21,11.09,18.62,0.03,3.59
2016,6,11,14,44.26,15.17,11.07,18.64,0.01,4.15
2016,6,11,15,43.82,15.2,11.1,19.11,0.0,4.79
2016,6,11,16,42.91,15.39,11.24,20.28,0.0,5.42
2016,6,11,17,41.58,15.75,11.51,22.27,0.0,5.79
2016,6,11,18,39.83,16.24,11.87,25.21,0.0,5.12
2016,6,11,19,38.32,16.8,12.29,28.32,0.0,4.48
2016,6,11,20,37.3,17.19,12.6,30.7,0.0,4.13
2016,6,11,21,36.24,17.45,12.8,33.05,0.0,3.22
2016,6,11,22,35.17,17.61,12.93,35.41,0.0,2.48
2016,6,11,23,34.31,17.75,13.05,37.47,0.0,2.24
2016,6,12,0,33.65,17.9,13.18,39.25,0.0,2.24
2016,6,12,1,33.11,18.07,13.32,40.88,0.0,2.34
2016,6,12,2,32.83,18.32,13.53,42.17,0.0,2.38
2016,6,12,3,32.75,18.66,13.82,43.28,0.0,2.35
2016,6,12,4,32.61,19.01,14.11,44.55,0.0,2.15
2016,6,12,5,32.99,19.29,14.36,44.4,0.0,2.4
2016,6,12,6,34.07,19.22,14.29,41.63,0.0,2.36
2016,6,12,7,35.4,19.02,14.1,38.18,1.06,2.74
2016,6,12,8,36.74,18.7,13.82,34.78,0.0,3.09
2016,6,12,9,38.96,18.2,13.39,29.89,0.0,3.14
2016,6,12,10,40.83,17.63,12.92,26.09,0.0,3.08
2016,6,12,11,42.29,17.21,12.59,23.52,0.0,3.21
2016,6,12,12,43.28,16.86,12.33,21.86,0.0,3.63
2016,6,12,13,43.83,16.39,11.97,20.61,0.0,4.31
2016,6,12,14,43.87,15.91,11.62,19.95,0.0,4.99
2016,6,12,15,43.41,15.58,11.38,20.0,0.0,5.54
2016,6,12,16,42.5,15.38,11.23,20.69,0.0,5.99
2016,6,12,17,41.2,15.32,11.2,22.1,0.0,6.13
2016,6,12,18,39.47,15.47,11.3,24.46,0.0,5.12
2016,6,12,19,38.05,15.85,11.57,27.05,0.0,4.43
2016,6,12,20,37.35,16.39,11.96,29.06,0.0,4.58
2016,6,12,21,36.62,17.07,12.49,31.58,0.0,4.51
2016,6,12,22,35.89,17.74,13.04,34.31,0.0,4.31
2016,6,12,23,35.17,18.32,13.52,37.01,0.0,4.05
2016,6,13,0,34.47,18.76,13.9,39.53,0.03,3.78
2016,6,13,1,33.82,19.08,14.19,41.83,0.03,3.52
2016,6,13,2,33.21,19.24,14.34,43.74,0.03,3.1
2016,6,13,3,32.76,19.31,14.4,45.05,0.0,2.69
2016,6,13,4,32.41,19.33,14.4,45.97,0.0,2.35
2016,6,13,5,33.33,19.35,14.41,43.71,0.0,2.57
2016,6,13,6,36.03,19.05,14.14,36.95,0.0,3.4
2016,6,13,7,38.29,18.65,13.78,31.86,0.0,3.7
2016,6,13,8,39.94,18.13,13.34,28.24,0.22,3.81
2016,6,13,9,41.32,17.66,12.95,25.47,1.01,4.15
2016,6,13,10,42.51,17.47,12.8,23.64,1.71,4.8
2016,6,13,11,43.29,17.61,12.94,22.91,1.93,5.77
2016,6,13,12,43.71,17.99,13.28,22.98,1.94,7.03
2016,6,13,13,43.55,18.64,13.84,24.11,1.16,8.35
2016,6,13,14,42.72,19.37,14.5,26.35,0.69,9.32
2016,6,13,15,41.45,19.92,15.01,29.15,1.55,9.66
2016,6,13,16,39.97,20.3,15.36,32.26,2.43,9.41
2016,6,13,17,38.36,20.59,15.64,35.82,2.18,8.67
2016,6,13,18,36.81,20.95,15.98,39.83,1.74,7.28
2016,6,13,19,35.75,21.46,16.49,43.57,0.46,5.49
2016,6,13,20,34.98,21.96,16.99,46.86,0.29,4.07
2016,6,13,21,34.34,22.27,17.31,49.48,0.06,3.48
2016,6,13,22,33.77,22.38,17.43,51.43,0.05,3.14
2016,6,13,23,33.19,22.4,17.45,53.19,0.12,2.9
2016,6,14,0,32.73,22.08,17.11,53.53,0.23,3.1
2016,6,14,1,32.26,21.77,16.78,53.92,0.37,3.36
2016,6,14,2,31.72,21.71,16.73,55.42,1.65,3.4
2016,6,14,3,31.12,21.9,16.91,57.96,5.43,3.07
2016,6,14,4,30.54,22.22,17.24,61.08,8.38,2.75
2016,6,14,5,30.54,22.45,17.5,62.01,7.49,3.46
2016,6,14,6,32.4,21.61,16.63,53.06,13.49,4.5
2016,6,14,7,35.14,19.49,14.55,39.9,14.0,6.6
2016,6,14,8,36.87,18.45,13.62,33.99,0.03,7.4
2016,6,14,9,38.55,17.8,13.08,29.81,0.08,7.41
2016,6,14,10,39.9,17.53,12.85,27.24,0.08,7.14
2016,6,14,11,40.89,17.44,12.79,25.71,0.07,6.95
2016,6,14,12,41.28,17.58,12.92,25.41,0.03,6.92
2016,6,14,13,41.27,17.82,13.13,25.81,0.01,6.91
2016,6,14,14,40.86,18.12,13.39,26.88,0.0,6.74
2016,6,14,15,40.36,18.28,13.52,27.85,0.0,6.47
2016,6,14,16,39.57,18.29,13.55,29.1,0.0,6.11
2016,6,14,17,38.51,18.17,13.44,30.55,0.0,5.56
2016,6,14,18,36.9,18.32,13.58,33.69,0.0,3.78
2016,6,14,19,35.32,18.89,14.06,38.05,0.0,2.42
2016,6,14,20,34.54,19.05,14.2,40.14,0.01,2.05
2016,6,14,21,34.06,19.06,14.21,41.26,0.0,1.71
2016,6,14,22,33.87,19.03,14.2,41.67,0.01,1.35
2016,6,14,23,33.49,18.93,14.11,42.29,0.01,1.28
2016,6,15,0,32.85,18.66,13.87,43.09,0.01,1.47
2016,6,15,1,32.22,18.42,13.66,43.97,0.01,1.7
2016,6,15,2,31.82,18.28,13.52,44.51,0.05,1.86
2016,6,15,3,31.52,18.22,13.48,45.13,0.11,1.98
2016,6,15,4,31.47,18.31,13.55,45.5,0.14,2.09
2016,6,15,5,32.12,18.43,13.65,44.18,0.12,3.37
2016,6,15,6,33.75,18.67,13.87,40.97,0.09,4.98
2016,6,15,7,36.29,19.3,14.41,37.0,0.37,6.62
2016,6,15,8,37.92,19.99,15.06,35.39,69.4,7.04
2016,6,15,9,38.45,20.53,15.6,35.62,77.6,6.49
2016,6,15,10,38.31,21.18,16.25,37.37,93.19,5.81
2016,6,15,11,38.11,21.66,16.73,38.87,71.4,5.13
2016,6,15,12,38.17,21.72,16.78,38.83,43.2,4.44
2016,6,15,13,38.23,21.45,16.51,38.07,25.45,3.75
2016,6,15,14,38.1,21.1,16.15,37.5,13.89,3.13
2016,6,15,15,37.81,20.81,15.87,37.42,8.61,2.61
2016,6,15,16,37.2,20.9,15.95,38.86,2.71,2.03
2016,6,15,17,36.59,21.25,16.33,41.12,0.38,1.24
2016,6,15,18,35.58,22.6,18.04,47.97,0.0,0.62
2016,6,15,19,34.11,23.62,19.15,55.23,0.01,1.29
2016,6,15,20,33.11,23.67,19.01,58.01,0.46,1.85
2016,6,15,21,32.27,23.3,18.52,59.29,2.7,2.24
2016,6,15,22,31.56,22.83,17.96,59.88,1.86,2.52
2016,6,15,23,31.02,22.31,17.4,59.83,5.64,2.65
2016,6,16,0,30.69,22.13,17.21,60.31,8.8,2.66
2016,6,16,1,30.29,21.93,17.03,61.05,8.08,2.62
2016,6,16,2,29.93,21.85,16.95,62.03,6.39,2.52
2016,6,16,3,29.68,21.81,16.89,62.73,2.67,2.47
2016,6,16,4,29.39,21.63,16.69,63.07,0.7,2.51
2016,6,16,5,29.84,21.32,16.37,60.32,0.63,2.95
2016,6,16,6,31.34,20.64,15.66,53.02,2.07,4.02
2016,6,16,7,34.02,19.98,15.03,43.81,22.89,3.73
2016,6,16,8,36.27,19.32,14.42,37.16,27.84,2.96
2016,6,16,9,37.72,19.08,14.19,33.81,27.25,1.92
2016,6,16,10,38.49,19.1,14.2,32.45,19.73,1.42
2016,6,16,11,38.94,19.07,14.17,31.59,15.94,1.39
2016,6,16,12,39.23,18.9,14.03,30.78,7.95,1.53
2016,6,16,13,39.34,18.61,13.78,30.04,3.99,1.72
2016,6,16,14,39.29,18.24,13.48,29.45,0.95,1.71
2016,6,16,15,38.99,17.92,13.21,29.31,0.11,1.47
2016,6,16,16,38.35,17.65,13.0,29.85,0.0,1.28
2016,6,16,17,37.27,18.26,13.52,32.91,0.0,1.15
2016,6,16,18,35.45,20.94,16.15,43.39,0.0,1.05
2016,6,16,19,33.97,20.46,15.55,45.4,0.0,1.58
2016,6,16,20,32.82,20.83,15.83,49.33,0.0,2.0
2016,6,16,21,31.98,20.73,15.72,51.4,0.0,2.29
2016,6,16,22,31.42,20.2,15.21,51.37,0.0,2.46
2016,6,16,23,30.99,19.96,14.97,51.82,0.0,2.46
2016,6,17,0,30.71,19.92,14.94,52.54,0.0,2.34
2016,6,17,1,30.67,20.11,15.12,53.28,0.0,2.08
2016,6,17,2,30.49,20.19,15.2,54.1,0.01,1.92
2016,6,17,3,30.31,19.85,14.88,53.51,3.05,1.88
2016,6,17,4,30.01,19.72,14.76,54.01,9.47,1.95
2016,6,17,5,30.43,19.98,15.0,53.59,1.98,2.02
2016,6,17,6,32.19,18.32,13.51,43.72,0.0,3.41
2016,6,17,7,34.89,17.83,13.08,36.42,0.25,3.34
2016,6,17,8,36.87,17.72,12.99,32.46,0.71,2.55
2016,6,17,9,38.36,17.56,12.86,29.65,0.01,1.64
2016,6,17,10,39.59,17.36,12.7,27.4,0.0,1.07
2016,6,17,11,40.51,17.04,12.45,25.56,0.0,0.81
2016,6,17,12,41.21,16.66,12.17,24.06,0.0,0.74
2016,6,17,13,41.63,16.2,11.81,22.82,0.0,0.83
2016,6,17,14,41.67,15.69,11.45,22.07,0.0,0.9
2016,6,17,15,41.35,15.31,11.18,21.91,0.0,1.1
2016,6,17,16,40.59,14.96,10.93,22.29,0.0,1.36
2016,6,17,17,39.41,15.35,11.21,24.35,0.0,1.23
2016,6,17,18,37.83,18.31,13.6,32.14,0.0,0.68
2016,6,17,19,37.41,16.36,11.97,29.0,0.0,0.34
2016,6,17,20,36.2,17.11,12.57,32.55,0.01,0.94
2016,6,17,21,34.72,17.71,13.03,36.62,0.01,1.5
2016,6,17,22,33.5,17.78,13.07,39.32,0.03,1.84
2016,6,17,23,32.56,17.77,13.05,41.39,0.04,2.0
2016,6,18,0,31.88,17.44,12.78,42.11,0.04,2.06
2016,6,18,1,31.31,17.19,12.58,42.82,0.05,2.05
2016,6,18,2,30.68,16.98,12.42,43.82,0.05,2.13
2016,6,18,3,30.07,16.87,12.32,45.02,0.02,2.29
2016,6,18,4,29.52,16.9,12.34,46.55,1.83,2.44
2016,6,18,5,30.1,17.6,12.9,47.07,0.32,2.33
2016,6,18,6,32.38,16.42,11.96,38.38,0.98,3.65
2016,6,18,7,35.36,16.01,11.65,31.68,0.05,4.37
2016,6,18,8,37.82,15.69,11.4,27.12,0.0,4.27
2016,6,18,9,39.34,15.92,11.56,25.34,0.0,3.55
2016,6,18,10,40.53,16.16,11.74,24.14,0.0,2.9
2016,6,18,11,41.35,16.22,11.8,23.22,0.0,2.29
2016,6,18,12,41.85,16.21,11.8,22.6,0.0,1.77
2016,6,18,13,42.05,16.1,11.72,22.2,0.0,1.5
2016,6,18,14,42.04,15.8,11.5,21.78,0.0,1.57
2016,6,18,15,41.68,15.5,11.29,21.78,0.0,1.67
2016,6,18,16,40.94,15.24,11.11,22.29,0.0,1.75
2016,6,18,17,39.81,15.33,11.18,23.82,0.0,1.86
2016,6,18,18,37.19,19.7,14.81,36.28,0.0,1.53
2016,6,18,19,35.43,19.56,14.63,39.49,0.0,2.16
2016,6,18,20,34.52,19.3,14.37,40.82,0.0,2.44
2016,6,18,21,33.79,19.37,14.43,42.71,0.0,2.56
2016,6,18,22,33.2,19.66,14.68,44.91,0.0,2.61
2016,6,18,23,32.7,20.04,15.05,47.34,0.0,2.63
2016,6,19,0,32.29,20.4,15.38,49.5,0.0,2.64
2016,6,19,1,31.95,20.61,15.59,51.12,0.0,2.7
2016,6,19,2,31.64,20.67,15.65,52.22,0.0,2.82
2016,6,19,3,31.34,20.66,15.63,53.07,0.0,3.0
2016,6,19,4,31.04,20.61,15.57,53.8,0.01,3.09
2016,6,19,5,31.62,20.5,15.46,51.73,0.01,3.89
2016,6,19,6,33.44,20.41,15.36,46.42,0.2,4.61
2016,6,19,7,34.99,20.46,15.4,42.72,0.49,4.34
2016,6,19,8,36.42,20.52,15.46,39.65,0.0,3.76
2016,6,19,9,37.82,20.56,15.5,36.83,0.0,3.3
2016,6,19,10,39.07,20.52,15.47,34.35,0.0,3.11
2016,6,19,11,40.04,20.45,15.41,32.46,0.0,3.07
2016,6,19,12,40.59,20.34,15.31,31.29,0.0,3.08
2016,6,19,13,40.93,20.19,15.19,30.47,0.0,3.09
2016,6,19,14,40.97,20.01,15.02,30.04,0.0,3.05
2016,6,19,15,40.47,19.86,14.89,30.57,0.0,2.9
2016,6,19,16,39.84,19.7,14.76,31.33,0.0,2.7
2016,6,19,17,38.98,19.61,14.66,32.6,0.0,2.52
2016,6,19,18,37.3,21.36,16.37,39.84,0.0,1.63
2016,6,19,19,35.93,22.25,17.25,45.26,0.0,1.69
2016,6,19,20,35.3,22.02,17.01,46.24,0.0,1.8
2016,6,19,21,34.72,21.84,16.81,47.21,0.0,1.84
2016,6,19,22,34.21,21.56,16.52,47.73,0.0,1.82
2016,6,19,23,33.68,21.49,16.47,49.0,0.0,1.8
2016,6,20,0,33.2,21.43,16.41,50.13,0.0,1.75
2016,6,20,1,32.81,21.47,16.47,51.4,0.0,1.61
2016,6,20,2,32.47,21.54,16.55,52.64,0.0,1.49
2016,6,20,3,32.15,21.5,16.5,53.44,0.0,1.41
2016,6,20,4,31.84,21.46,16.44,54.19,0.0,1.3
2016,6,20,5,32.47,21.23,16.21,51.59,0.0,1.16
2016,6,20,6,34.67,19.82,14.84,41.83,0.0,1.57
2016,6,20,7,36.83,19.68,14.69,36.78,0.0,1.92
2016,6,20,8,38.07,19.85,14.84,34.74,5.99,1.9
2016,6,20,9,39.08,20.08,15.06,33.38,7.17,1.89
2016,6,20,10,39.97,20.25,15.23,32.17,9.65,1.99
2016,6,20,11,40.49,20.36,15.34,31.5,9.24,2.11
2016,6,20,12,40.93,20.48,15.47,31.0,10.98,2.14
2016,6,20,13,40.76,20.59,15.6,31.52,11.03,2.26
2016,6,20,14,40.06,20.76,15.76,33.03,7.44,2.44
2016,6,20,15,39.44,20.85,15.86,34.34,5.19,2.59
2016,6,20,16,38.7,20.99,16.01,36.06,4.57,2.7
2016,6,20,17,37.68,21.31,16.33,38.86,1.49,2.72
2016,6,20,18,36.02,23.29,18.46,48.06,0.14,2.02
2016,6,20,19,34.88,23.79,19.0,52.67,0.0,2.11
2016,6,20,20,34.28,23.44,18.59,53.33,0.0,2.48
2016,6,20,21,33.7,23.23,18.34,54.38,0.0,2.81
2016,6,20,22,33.12,23.16,18.25,55.9,0.01,3.07
2016,6,20,23,32.53,23.17,18.27,57.84,0.04,3.18
2016,6,21,0,31.97,23.23,18.35,59.93,0.16,3.16
2016,6,21,1,31.47,23.35,18.48,62.07,0.32,3.0
2016,6,21,2,31.03,23.46,18.61,64.06,0.42,2.54
2016,6,21,3,30.69,23.54,18.7,65.64,0.48,2.02
2016,6,21,4,30.4,23.55,18.71,66.8,0.3,1.65
2016,6,21,5,30.92,23.58,18.73,64.94,0.61,2.19
2016,6,21,6,32.73,22.92,17.98,56.33,5.8,2.73
2016,6,21,7,34.08,22.56,17.56,51.04,8.41,2.76
2016,6,21,8,35.41,22.37,17.37,46.91,1.19,2.49
2016,6,21,9,36.78,22.13,17.11,42.86,1.51,2.22
2016,6,21,10,38.01,21.8,16.79,39.33,1.62,2.1
2016,6,21,11,38.82,21.45,16.44,36.85,1.83,2.25
2016,6,21,12,39.5,21.06,16.07,34.71,1.96,2.62
2016,6,21,13,39.74,20.79,15.8,33.67,1.62,3.09
2016,6,21,14,39.53,20.58,15.6,33.61,1.33,3.45
2016,6,21,15,39.03,20.32,15.36,33.99,1.1,3.65
2016,6,21,16,38.25,20.13,15.18,35.03,1.01,3.87
2016,6,21,17,37.32,20.06,15.1,36.67,0.28,3.98
2016,6,21,18,35.86,20.76,15.77,41.5,0.02,3.08
2016,6,21,19,34.8,21.17,16.15,45.09,0.01,3.12
2016,6,21,20,34.21,21.26,16.23,46.86,0.0,3.08
2016,6,21,21,33.61,21.48,16.43,49.07,0.0,2.91
2016,6,21,22,33.09,21.68,16.66,51.23,0.0,2.79
2016,6,21,23,32.6,21.95,16.93,53.5,0.0,2.51
2016,6,22,0,32.13,22.23,17.22,55.85,0.0,2.17
2016,6,22,1,31.7,22.45,17.46,57.99,0.01,1.84
2016,6,22,2,31.3,22.52,17.54,59.58,0.01,1.79
2016,6,22,3,30.68,22.45,17.47,61.48,0.01,1.9
2016,6,22,4,30.29,22.47,17.48,62.93,0.01,1.97
2016,6,22,5,30.77,22.61,17.62,61.75,0.03,2.87
2016,6,22,6,32.68,21.87,16.84,53.03,0.35,3.17
2016,6,22,7,34.3,21.27,16.21,46.67,0.76,2.77
2016,6,22,8,35.59,21.21,16.13,43.26,1.94,2.11
2016,6,22,9,36.74,21.09,16.02,40.34,3.32,1.51
2016,6,22,10,37.68,20.83,15.77,37.72,4.31,1.03
2016,6,22,11,38.27,20.46,15.42,35.71,4.11,0.75
2016,6,22,12,38.69,20.15,15.13,34.23,3.91,0.65
2016,6,22,13,38.73,19.87,14.88,33.57,2.93,0.71
2016,6,22,14,38.44,19.7,14.73,33.74,2.44,0.88
2016,6,22,15,38.0,19.57,14.63,34.3,1.67,0.94
2016,6,22,16,37.49,19.49,14.56,35.09,1.06,1.15
2016,6,22,17,36.66,19.46,14.53,36.65,0.24,1.61
2016,6,22,18,35.19,20.89,15.89,43.44,0.01,1.63
2016,6,22,19,33.86,21.27,16.24,47.82,0.0,2.15
2016,6,22,20,33.22,20.7,15.66,47.83,0.0,3.15
2016,6,22,21,32.65,20.74,15.71,49.56,0.0,4.13
2016,6,22,22,31.99,21.2,16.16,52.91,0.0,4.51
2016,6,22,23,31.42,21.72,16.67,56.35,0.0,4.52
2016,6,23,0,30.97,22.12,17.1,59.28,0.0,4.31
2016,6,23,1,30.63,22.38,17.39,61.44,0.02,3.97
2016,6,23,2,30.31,22.55,17.56,63.18,0.05,3.59
2016,6,23,3,30.0,22.61,17.62,64.53,0.14,3.1
2016,6,23,4,29.82,22.64,17.64,65.3,0.23,2.96
2016,6,23,5,29.87,22.68,17.68,65.29,0.42,2.77
2016,6,23,6,31.17,22.28,17.24,59.15,0.82,3.14
2016,6,23,7,33.07,21.39,16.31,50.31,0.79,3.08
2016,6,23,8,34.89,20.93,15.85,44.19,0.08,2.69
2016,6,23,9,36.82,20.76,15.69,39.33,0.07,2.58
2016,6,23,10,38.44,20.68,15.63,35.87,0.05,2.54
2016,6,23,11,39.59,20.63,15.6,33.62,0.02,2.5
2016,6,23,12,40.51,20.51,15.49,31.75,0.01,2.48
2016,6,23,13,41.04,20.35,15.36,30.57,0.01,2.5
2016,6,23,14,41.17,20.12,15.17,29.96,0.01,2.55
2016,6,23,15,41.06,19.92,14.98,29.74,0.01,2.72
2016,6,23,16,40.61,19.72,14.82,30.11,0.0,2.81
2016,6,23,17,39.71,19.68,14.77,31.48,0.0,2.62
2016,6,23,18,38.14,22.09,17.3,40.08,0.0,1.31
2016,6,23,19,37.61,21.99,17.1,40.79,0.0,0.85
2016,6,23,20,37.1,21.86,17.05,41.84,0.0,0.64
2016,6,23,21,36.3,21.03,16.11,41.35,0.0,0.82
2016,6,23,22,35.34,21.22,16.3,44.11,0.0,1.0
2016,6,23,23,34.52,21.38,16.47,46.64,0.0,1.07
2016,6,24,0,33.82,21.46,16.57,48.78,0.0,1.0
2016,6,24,1,33.38,21.55,16.66,50.25,0.0,0.74
2016,6,24,2,33.37,21.61,16.76,50.56,0.0,0.21
2016,6,24,3,32.98,21.88,17.16,52.89,0.0,0.66
2016,6,24,4,32.05,21.09,16.18,52.6,0.0,1.2
2016,6,24,5,32.2,20.93,16.04,51.73,0.0,1.41
2016,6,24,6,34.36,19.08,14.19,40.61,0.0,2.43
2016,6,24,7,36.17,18.34,13.53,35.07,0.0,2.83
2016,6,24,8,37.85,17.75,13.04,30.87,0.0,3.18
2016,6,24,9,39.41,17.25,12.63,27.49,0.0,3.56
2016,6,24,10,40.73,17.09,12.5,25.36,0.0,3.8
2016,6,24,11,41.81,17.06,12.49,23.91,0.0,3.79
2016,6,24,12,42.58,16.93,12.39,22.76,0.0,3.69
2016,6,24,13,43.04,16.63,12.17,21.8,0.0,3.54
2016,6,24,14,43.08,16.27,11.91,21.28,0.0,3.51
2016,6,24,15,42.8,15.94,11.66,21.12,0.0,3.55
2016,6,24,16,42.1,15.62,11.43,21.47,0.0,3.51
2016,6,24,17,40.76,16.14,11.84,23.87,0.0,2.77
2016,6,24,18,37.84,19.87,14.98,35.28,0.0,1.82
2016,6,24,19,36.76,18.97,14.2,35.52,0.0,1.79
2016,6,24,20,36.5,18.48,13.71,34.82,0.0,1.48
2016,6,24,21,36.4,17.65,13.01,33.27,0.0,1.0
2016,6,24,22,35.89,17.28,12.7,33.41,0.0,0.62
2016,6,24,23,35.19,17.38,12.79,34.98,0.0,0.76
2016,6,25,0,34.13,17.34,12.76,37.01,0.0,1.14
2016,6,25,1,33.01,17.53,12.93,39.92,0.0,1.44
2016,6,25,2,32.14,17.9,13.25,42.96,0.0,1.59
2016,6,25,3,31.35,18.2,13.5,45.77,0.0,1.71
2016,6,25,4,30.5,18.38,13.61,48.46,0.1,1.93
2016,6,25,5,30.91,18.75,13.92,48.44,0.39,2.11
2016,6,25,6,32.99,19.12,14.23,44.04,5.62,3.55
2016,6,25,7,36.04,19.04,14.14,36.98,7.18,3.62
2016,6,25,8,38.13,18.3,13.48,31.49,1.06,2.92
2016,6,25,9,39.5,18.22,13.41,29.1,0.67,2.38
2016,6,25,10,40.67,18.11,13.32,27.15,0.29,2.0
2016,6,25,11,41.57,17.85,13.1,25.45,0.16,1.67
2016,6,25,12,42.25,17.59,12.91,24.18,0.05,1.36
2016,6,25,13,42.61,17.43,12.78,23.47,0.01,1.06
2016,6,25,14,42.52,17.29,12.68,23.37,0.0,0.98
2016,6,25,15,42.06,16.98,12.44,23.48,0.0,1.08
2016,6,25,16,41.28,16.71,12.23,24.05,0.0,1.25
2016,6,25,17,40.11,16.78,12.28,25.71,0.0,1.59
2016,6,25,18,37.75,19.44,14.6,34.67,0.0,1.64
2016,6,25,19,35.91,19.87,14.9,39.14,0.0,2.4
2016,6,25,20,35.22,19.91,14.94,40.81,0.0,3.17
2016,6,25,21,34.58,20.16,15.15,42.9,0.0,3.46
2016,6,25,22,33.88,20.32,15.3,45.05,0.0,3.18
2016,6,25,23,33.19,20.4,15.37,47.03,0.0,2.73
2016,6,26,0,32.61,20.42,15.4,48.68,0.0,2.35
2016,6,26,1,32.18,20.43,15.41,49.9,0.0,2.07
2016,6,26,2,31.83,20.45,15.42,50.93,0.0,1.92
2016,6,26,3,31.46,20.43,15.4,51.94,0.0,1.87
2016,6,26,4,31.06,20.44,15.41,53.18,0.0,1.86
2016,6,26,5,31.7,20.58,15.53,51.7,0.0,2.45
2016,6,26,6,33.86,20.37,15.33,45.23,0.09,2.91
2016,6,26,7,35.79,20.17,15.13,40.13,0.58,2.6
2016,6,26,8,37.17,20.11,15.08,37.1,42.12,2.15
2016,6,26,9,38.11,20.27,15.23,35.6,28.24,1.72
2016,6,26,10,38.82,20.4,15.37,34.56,15.37,1.5
2016,6,26,11,39.18,20.38,15.36,33.85,9.63,1.49
2016,6,26,12,39.09,20.26,15.26,33.76,6.08,1.69
2016,6,26,13,38.85,20.19,15.2,34.04,2.94,1.94
2016,6,26,14,39.03,20.19,15.22,33.73,1.46,2.0
2016,6,26,15,39.2,20.17,15.2,33.36,0.85,1.91
2016,6,26,16,38.85,20.11,15.15,33.87,0.47,1.82
2016,6,26,17,38.0,20.37,15.4,36.04,0.1,1.88
2016,6,26,18,36.24,22.75,17.9,46.05,0.01,1.75
2016,6,26,19,34.86,23.15,18.3,50.81,0.01,2.13
2016,6,26,20,34.33,22.66,17.71,50.69,0.01,2.36
2016,6,26,21,33.79,22.34,17.37,51.27,0.01,2.42
2016,6,26,22,33.22,22.22,17.23,52.52,0.02,2.41
2016,6,26,23,32.66,22.22,17.24,54.22,0.06,2.33
2016,6,27,0,32.16,22.32,17.33,56.05,0.33,2.23
2016,6,27,1,31.69,22.44,17.47,58.02,0.97,2.12
2016,6,27,2,31.28,22.52,17.56,59.69,0.63,2.05
2016,6,27,3,30.99,22.58,17.61,60.85,0.15,1.99
2016,6,27,4,30.74,22.55,17.59,61.67,0.04,1.92
2016,6,27,5,31.25,22.42,17.43,59.39,0.05,2.51
2016,6,27,6,33.03,21.85,16.83,51.9,3.21,3.21
2016,6,27,7,35.53,20.89,15.85,42.57,12.62,2.72
2016,6,27,8,36.94,20.87,15.82,39.33,10.02,2.23
2016,6,27,9,38.08,21.02,15.98,37.33,4.86,2.05
2016,6,27,10,39.11,21.1,16.08,35.52,7.88,2.01
2016,6,27,11,39.82,21.23,16.21,34.44,17.21,2.07
2016,6,27,12,40.13,21.36,16.35,34.14,15.74,2.15
2016,6,27,13,40.22,21.4,16.41,34.07,12.81,2.22
2016,6,27,14,39.98,21.38,16.4,34.46,10.63,2.33
2016,6,27,15,39.36,21.41,16.44,35.69,14.05,2.46
2016,6,27,16,38.59,21.6,16.65,37.66,16.25,2.66
2016,6,27,17,37.2,23.1,18.27,44.53,16.96,2.39
2016,6,27,18,35.36,24.94,20.49,55.19,1.31,2.33
2016,6,27,19,33.9,25.56,21.15,61.8,0.52,2.38
2016,6,27,20,33.3,25.13,20.59,62.28,0.5,2.5
2016,6,27,21,32.81,25.03,20.46,63.65,0.97,2.36
2016,6,27,22,32.38,25.01,20.42,65.11,2.82,2.17
2016,6,27,23,31.95,25.09,20.52,67.04,6.1,1.96
2016,6,28,0,31.52,25.23,20.7,69.28,9.28,1.77
2016,6,28,1,31.17,25.19,20.68,70.58,8.07,1.65
2016,6,28,2,31.03,25.04,20.55,70.71,4.52,1.51
2016,6,28,3,30.82,25.0,20.49,71.37,1.84,1.41
